UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
264	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
265	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	last	quality	n/a
266	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	like	quality	n/a
267	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
268	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	rubbish	quality	n/a
269	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	worthy	quality	n/a
270	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	basic	operational_effectiveness	n/a
271	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	cook	operational_effectiveness	n/a
272	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	do	operational_effectiveness	n/a
273	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
274	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	not worth	price	expensive
275	40014027	85	 Good	good	['good']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
276	40014027	86	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
277	40014027	86	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
278	40014027	86	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	apply	operational_effectiveness	n/a
279	40014027	86	 very bad product.. without applying oil w cannot be used	very bad product without apply oil w can not use	['very', 'bad', 'product', 'without', 'apply', 'oil', 'w', 'can', 'not', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
280	40014023	87	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	pathetic	quality	n/a
281	40014023	87	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
282	40014023	87	pathetic product and service of big basket pathetic product and return is also cancelled by big basket. pathetic service	pathetic product service big basket pathetic product return also cancel big basket pathetic service	['pathetic', 'product', 'service', 'big', 'basket', 'pathetic', 'product', 'return', 'also', 'cancel', 'big', 'basket', 'pathetic', 'service']	1	NEGATIVE	NEGATIVE	NEGATIVE	service	operational_effectiveness	n/a
283	40014023	88	 exellent product by Hawkins.	exellent product hawkins	['exellent', 'product', 'hawkins']	5	NEUTRAL	NEUTRAL	NEUTRAL	n/a	No_match	n/a
284	40113966	89	 please return this its not with appam stand	please return not appam stand	['please', 'return', 'not', 'appam', 'stand']	1	NEUTRAL	POSITIVE	NEGATIVE	return	quality	n/a
285	40113966	89	 please return this its not with appam stand	please return not appam stand	['please', 'return', 'not', 'appam', 'stand']	1	NEUTRAL	POSITIVE	NEGATIVE	stand	quality	n/a
286	40113966	90	 Small Size	small size	['small', 'size']	1	NEGATIVE	NEUTRAL	POSITIVE	size	size	n/a
287	40113966	90	 Small Size	small size	['small', 'size']	1	NEGATIVE	NEUTRAL	POSITIVE	small	size	n/a
288	40113971	91	Coating peeling off after 5 months. But Replaced. It was all good for 5 months. At the end of 5 months the non stick coating started to peel off. I've not used any metal spoons /abrasive to wash it. I was trying to give maximum care yet the coating has started to peel off. Gotta throw it now. Better buy something else Maybe stainless steel would be better! Update : I contacted the Kaviraj company and they replaced with a new Kadhai. And this kadhai has 1 year warranty. And replacement was pretty easy.	coat peel months but replace good months end months non stick coat start peel I have not use metal spoon abrasive wash try give maximum care yet coat have start peel get throw now better buy something else maybe stainless steel would better update contact kaviraj company replace new kadhai kadhai have year warranty replacement pretty easy	['coat', 'peel', 'months', 'but', 'replace', 'good', 'months', 'end', 'months', 'non', 'stick', 'coat', 'start', 'peel', 'I', 'have', 'not', 'use', 'metal', 'spoon', 'abrasive', 'wash', 'try', 'give', 'maximum', 'care', 'yet', 'coat', 'have', 'start', 'peel', 'get', 'throw', 'now', 'better', 'buy', 'something', 'else', 'maybe', 'stainless', 'steel', 'would', 'better', 'update', 'contact', 'kaviraj', 'company', 'replace', 'new', 'kadhai', 'kadhai', 'have', 'year', 'warranty', 'replacement', 'pretty', 'easy']	3	POSITIVE	POSITIVE	NEGATIVE	coat	quality	n/a
289	40113971	91	Coating peeling off after 5 months. But Replaced. It was all good for 5 months. At the end of 5 months the non stick coating started to peel off. I've not used any metal spoons /abrasive to wash it. I was trying to give maximum care yet the coating has started to peel off. Gotta throw it now. Better buy something else Maybe stainless steel would be better! Update : I contacted the Kaviraj company and they replaced with a new Kadhai. And this kadhai has 1 year warranty. And replacement was pretty easy.	coat peel months but replace good months end months non stick coat start peel I have not use metal spoon abrasive wash try give maximum care yet coat have start peel get throw now better buy something else maybe stainless steel would better update contact kaviraj company replace new kadhai kadhai have year warranty replacement pretty easy	['coat', 'peel', 'months', 'but', 'replace', 'good', 'months', 'end', 'months', 'non', 'stick', 'coat', 'start', 'peel', 'I', 'have', 'not', 'use', 'metal', 'spoon', 'abrasive', 'wash', 'try', 'give', 'maximum', 'care', 'yet', 'coat', 'have', 'start', 'peel', 'get', 'throw', 'now', 'better', 'buy', 'something', 'else', 'maybe', 'stainless', 'steel', 'would', 'better', 'update', 'contact', 'kaviraj', 'company', 'replace', 'new', 'kadhai', 'kadhai', 'have', 'year', 'warranty', 'replacement', 'pretty', 'easy']	3	POSITIVE	POSITIVE	NEGATIVE	good	quality	n/a
290	40113971	91	Coating peeling off after 5 months. But Replaced. It was all good for 5 months. At the end of 5 months the non stick coating started to peel off. I've not used any metal spoons /abrasive to wash it. I was trying to give maximum care yet the coating has started to peel off. Gotta throw it now. Better buy something else Maybe stainless steel would be better! Update : I contacted the Kaviraj company and they replaced with a new Kadhai. And this kadhai has 1 year warranty. And replacement was pretty easy.	coat peel months but replace good months end months non stick coat start peel I have not use metal spoon abrasive wash try give maximum care yet coat have start peel get throw now better buy something else maybe stainless steel would better update contact kaviraj company replace new kadhai kadhai have year warranty replacement pretty easy	['coat', 'peel', 'months', 'but', 'replace', 'good', 'months', 'end', 'months', 'non', 'stick', 'coat', 'start', 'peel', 'I', 'have', 'not', 'use', 'metal', 'spoon', 'abrasive', 'wash', 'try', 'give', 'maximum', 'care', 'yet', 'coat', 'have', 'start', 'peel', 'get', 'throw', 'now', 'better', 'buy', 'something', 'else', 'maybe', 'stainless', 'steel', 'would', 'better', 'update', 'contact', 'kaviraj', 'company', 'replace', 'new', 'kadhai', 'kadhai', 'have', 'year', 'warranty', 'replacement', 'pretty', 'easy']	3	POSITIVE	POSITIVE	NEGATIVE	replace	quality	n/a
